Curso;codigo;X_DENGEN;D_DENOMINA;D_ESPECIFICA;D_TIPO;D_DOMICILIO;D_LOCALIDAD;cod_municipio;D_MUNICIPIO;D_PROVINCIA;C_POSTAL;N_TELEFONO;correo_e;N_LATITUD;N_LONGITUD;N_COUTMX;N_COUTMY;Infantil_2_ciclo;Primaria;ESO;Bachillerato;CCFF_Grado_Básico;CCFF_Grado_Medio;CCFF_Grado_Superior;Cur_Especialización_FP_Grado_Superior
22;21700061;34;Instituto de Educación Secundaria;Catedrático Pulido Rubio;Público;C/ Consejero Montaner, s/n;Bonares;21014;Bonares;Huelva;21830;959524550;21700061.edu@juntadeandalucia.es;37,326438501;-6,68317868;173631,5465;4137451,97;;;BIL ING;BIL ING;;;;
22;21700307;34;Instituto de Educación Secundaria;Saltés;Público;C/ Pintor José Caballero, s/n;Punta Umbría;21060;Punta Umbría;Huelva;21100;600141287;21700307.edu@juntadeandalucia.es;37,185672754;-6,964500008;148037,6749;4122836,339;;;BIL ING;;;;;
22;21700356;34;Instituto de Educación Secundaria;Estuaria;Público;C/ Cortegana, 33;Huelva;21041;Huelva;Huelva;21006;959524146;21700356.edu@juntadeandalucia.es;37,262675800995154;-6,935248374938965;150991,4233;4131275,878;;;BIL ING;;;;;
22;21700371;34;Instituto de Educación Secundaria;Diego Rodríguez Estrada;Público;Avda. Andalucía;San Juan del Puerto;21064;San Juan del Puerto;Huelva;21610;959524545;21700371.edu@juntadeandalucia.es;37,31609653039006;-6,844557523727417;159279,3081;4136874,603;;;BIL ING;;;;;
22;21700381;34;Instituto de Educación Secundaria;San Blas;Público;Plaza Doña Elvira Embid, s/n;Aracena;21007;Aracena;Huelva;21200;959126235;21700381.edu@juntadeandalucia.es;37,894040859;-6,56524551;186481,0165;4200054,303;;;BIL ING;BIL ING;;;;
22;21700393;34;Instituto de Educación Secundaria;Clara Campoamor;Público;Avda. Pío XII, s/n;Huelva;21041;Huelva;Huelva;21006;959524172;21700393.edu@juntadeandalucia.es;37,25987931236386;-6,941020488739014;150466,3419;4130986,79;;;BIL ING;;;;;
22;21700401;34;Instituto de Educación Secundaria;Dolmen de Soto;Público;C/ Sevilla, 4;Trigueros;21070;Trigueros;Huelva;21620;959524982;21700401.edu@juntadeandalucia.es;37,382720948;-6,82999125;160871,1195;4144217,781;;;BIL ING;;;;;
22;21700411;34;Instituto de Educación Secundaria;José Antonio Fernández Muriel;Público;Ctra. de Circunvalación Huelva-Ayamonte;Lepe;21044;Lepe;Huelva;21440;959489936;21700411.edu@juntadeandalucia.es;37,252230011;-7,197319341;127686,5866;4131117,104;;;BIL ING;BIL ING;;;;
22;21700423;34;Instituto de Educación Secundaria;San Antonio;Público;C/ El Pendique, s/n;Bollullos Par del Condado;21013;Bollullos Par del Condado;Huelva;21710;959439941;21700423.edu@juntadeandalucia.es;37,33172677045383;-6,538753509521484;186455,5758;4137549,069;;;BIL ING;;;;;
22;21700435;34;Instituto de Educación Secundaria;Mapi Valle;Público;C/ Miguel Ángel, s/n;Cartaya;21021;Cartaya;Huelva;21450;959489555;21700435.edu@juntadeandalucia.es;37,280575137684615;-7,149138450622559;132100,6073;4134075,02;;;BIL ING;;;;;
22;21700459;34;Instituto de Educación Secundaria;Alfonso Romero Barcojo;Público;C/ Venida de la Virgen, s/n;Niebla;21053;Niebla;Huelva;21840;959524634;21700459.edu@juntadeandalucia.es;37,368901515;-6,680707633;174034,5318;4142156,845;;;BIL ING;;;;;
22;21700460;34;Instituto de Educación Secundaria;La Palma;Público;Paseo de los Estudiantes, s/n;La Palma del Condado;21054;La Palma del Condado;Huelva;21700;600141644;21700460.edu@juntadeandalucia.es;37,38159039905159;-6,551799774169922;185507,696;4143127,207;;;BIL ING;;;;;
22;21700484;20;Centro Docente Privado;Santo Ángel de la Guarda;Privado;Avda. Manuel Siurot, 8;Huelva;21041;Huelva;Huelva;21004;959240077;evarodriguez.huelva@festaeducacion.org;37,264253813;-6,947422389;149918,5977;4131496,111;;;BIL ING;;;;;
22;21700502;34;Instituto de Educación Secundaria;Guadiana;Público;C/ Doctor Severo Ochoa, s/n;Ayamonte;21010;Ayamonte;Huelva;21400;959349932;21700502.edu@juntadeandalucia.es;37,21611248733611;-7,395257949829102;109933,3639;4127905,997;;;BIL ING;;;;BIL ING;
22;21700551;34;Instituto de Educación Secundaria;Juan Antonio Pérez Mercader;Público;Blvar. del Ferrocarril, 2;Corrales;21002;Aljaraque;Huelva;21120;671536007;"21700551.edu@juntadeandalucia.es; iescorrales@hotmail.com";37,27719452528672;-6,9902873039245605;146176,1214;4133092,437;;;BIL ING;BIL ING;;;;
22;21700563;34;Instituto de Educación Secundaria;El Valle;Público;C/ Reyes Católicos, 28;Hinojos;21040;Hinojos;Huelva;21740;959439510;21700563.edu@juntadeandalucia.es;37,292352356;-6,381908738;200200,3599;4132669,115;;;BIL ING;;;;;
22;21700587;34;Instituto de Educación Secundaria;San Miguel;Público;C/ Libertad, 2;Jabugo;21043;Jabugo;Huelva;21290;959121125;21700587.edu@juntadeandalucia.es;37,916959705;-6,728649177;172208,6562;4203161,21;;;BIL ING;;;;;
22;21700599;34;Instituto de Educación Secundaria;Virgen del Socorro;Público;C/ Hermanos Pinzón, s/n;Rociana del Condado;21061;Rociana del Condado;Huelva;21720;959439963;21700599.edu@juntadeandalucia.es;37,313686010290354;-6,597483158111572;181173,8096;4135743,43;;;BIL ING;;;;;
22;21700630;34;Instituto de Educación Secundaria;La Arboleda;Público;Avda. de la Arboleda, s/n;Lepe;21044;Lepe;Huelva;21440;959489904;21700630.edu@juntadeandalucia.es;37,25885461878108;-7,2099387645721435;126599,4429;4131902,385;;;BIL ING;BIL ING;;;;
22;21700642;34;Instituto de Educación Secundaria;La Ribera;Público;Avda. Che Guevara, s/n;Almonte;21005;Almonte;Huelva;21730;959439970;21700642.edu@juntadeandalucia.es;37,26723961819937;-6,522166728973389;187658,732;4130336,315;;;BIL ING;;;;;
22;21700654;34;Instituto de Educación Secundaria;Doñana;Público;Avda. de la Juventud, s/n;Almonte;21005;Almonte;Huelva;21730;959439951;21700654.edu@juntadeandalucia.es;37,267359153192956;-6,520557403564453;187801,9875;4130344,263;;;BIL ING;BIL ING;;;;
22;23000027;20;Centro Docente Privado;Cristo Rey;Privado;C/ Arcipreste Robles, 8;Alcalá la Real;23002;Alcalá la Real;Jaén;23680;953580076;cristoreyar@planalfa.es;37,465506405;-3,923405712;418341,6421;4146914,826;BIL ING;BIL ING;;;;;;
22;23000039;2;Colegio de Educación Primaria;General Castaños;Público;C/ Francisco Tomás y Valiente, s/n;Bailén;23010;Bailén;Jaén;23710;953609926;23000039.edu@juntadeandalucia.es;38,09088907956203;-3,7798869609832763;431612,0933;4216186,572;;BIL ING;;;;;;
22;23000040;2;Colegio de Educación Primaria;Hermanos  Carvajales;Público;Avda. de Alhambra s/n;Martos;23060;Martos;Jaén;23600;953366952;23000040.edu@juntadeandalucia.es;37,714426017;-3,972842473;414255,8294;4174576,087;;BIL ING;;;;;;
22;23000106;34;Instituto de Educación Secundaria;Alfonso XI;Público;C/ Maestro Pascual Baca, 2;Alcalá la Real;23002;Alcalá la Real;Jaén;23680;953599534;23000106.edu@juntadeandalucia.es;37,45798871329566;-3,9203059673309326;418607,6149;4146078,088;;;;BIL ING;;;;
22;23000118;12;Colegio de Educación Infantil y Primaria;Alonso de Alcalá;Público;Ctra. de Granada, s/n;Alcalá la Real;23002;Alcalá la Real;Jaén;23680;953599569;23000118.edu@juntadeandalucia.es;37,45471834;-3,919847407;418644,6283;4145714,858;BIL ING;BIL ING;;;;;;
22;23000131;34;Instituto de Educación Secundaria;Sierra Morena;Público;C/ Blas Infante, s/n;Andújar;23005;Andújar;Jaén;23740;953539567;23000131.edu@juntadeandalucia.es;38,038473706;-4,047044317;408119,1107;4210601,116;;;BIL ING;;;;;
22;23000143;34;Instituto de Educación Secundaria;Hermanos Medina Rivilla;Público;C/ Historiador Rus de la Puerta, s/n;Bailén;23010;Bailén;Jaén;23710;953609507;23000143.edu@juntadeandalucia.es;38,09358264979881;-3,769909143447876;432489,5338;4216478,14;;;BIL ING;;;;;
22;23000180;34;Instituto de Educación Secundaria;Torre Olvidada;Público;C/ Almería;Torredelcampo;23086;Torredelcampo;Jaén;23640;953366947;23000180.edu@juntadeandalucia.es;37,77329893;-3,903569902;420424,555;4181046,915;;;BIL ING;;;;;
22;23000210;34;Instituto de Educación Secundaria;Puerta de la Sierra;Público;C/ Maestra Encarnación Cañada Funes, s/n;La Puerta de Segura;23072;La Puerta de Segura;Jaén;23360;953487191;23000210.edu@juntadeandalucia.es;38,361733965;-2,744987576;522279,0016;4245982,165;;;BIL ING;;;;;
22;23000246;34;Instituto de Educación Secundaria;Salvador Serrano;Público;Parque Parque de la Fuensanta, 2;Alcaudete;23003;Alcaudete;Jaén;23660;953366963;23000246.edu@juntadeandalucia.es;37,588054818;-4,077839231;404840,2471;4160656,457;;;BIL ING;;;;;
22;23000295;2;Colegio de Educación Primaria;Juan Pedro;Público;C/ Almendro,26.;Alcaudete;23003;Alcaudete;Jaén;23660;953366719;colegiojuanpedro@gmail.com;37,591016451;-4,081189203;404548,2601;4160988,449;;BIL ING;;;;;;
22;23000349;12;Colegio de Educación Infantil y Primaria;San Miguel;Público;Avda. Delicias, s/n;Noguerones;23003;Alcaudete;Jaén;23669;953366123;23000349.edu@juntadeandalucia.es;37,65673835142246;-4,164719581604004;397264,1127;4168368,533;BIL ING;BIL ING;;;;;;
22;23000398;20;Centro Docente Privado;Inmaculada Concepción-La Salle;Privado;Plaza de la Constitución, 1;Andújar;23005;Andújar;Jaén;23740;953501734;dirandujar@lasalleandalucia.net;38,03490961100402;-4,052152633666992;407666,3551;4210210,715;BIL ING;BIL ING;BIL ING;;;;;
22;23000416;20;Centro Docente Privado;Virgen de la Cabeza;Privado;C/ Ollerías, 31;Andújar;23005;Andújar;Jaén;23740;953500239;dtitular.andujar@centrosfest.net;38,038484048085365;-4,054759740829468;407442,0564;4210609,917;BIL ING;BIL ING;;;;;;
22;23000441;20;Centro Docente Privado;Virgen del Carmen;Privado;C/ San Eufrasio, 4;Andújar;23005;Andújar;Jaén;23740;953503366;cvcarmen@fundacionunicaja.com;38,038916366;-4,046925276;408130,1102;4210650,115;BIL ING;BIL ING;;;;;;
22;23000465;12;Colegio de Educación Infantil y Primaria;San Bartolomé;Público;C/ Isaac Peral, 2;Andújar;23005;Andújar;Jaén;23740;953539513;23000465.edu@juntadeandalucia.es;38,04204021;-4,057373756;407217,1511;4211007,105;BIL ING;BIL ING;;;;;;
22;23000489;12;Colegio de Educación Infantil y Primaria;José Ruiz de Gordoa;Público;C/ Hernán Cortés, s/n;Andújar;23005;Andújar;Jaén;23740;953539520;colegordoa@gmail.com;38,044671235;-4,051406007;407744,1276;4211293,098;BIL ING;BIL ING;;;;;;
22;23000490;12;Colegio de Educación Infantil y Primaria;Cristo Rey;Público;Otros Accesoria de Cristo Rey, s/n;Andújar;23005;Andújar;Jaén;23740;953539994;23000490.edu@juntadeandalucia.es;38,041686527930196;-4,04970645904541;407889,5194;4210960,237;BIL ING;BIL ING;;;;;;
22;23000519;20;Centro Docente Privado;Escuelas Profesionales de la Sagrada Familia;Privado;C/ Puerta de Madrid, 6;Andújar;23005;Andújar;Jaén;23740;953500350;andujar@safa.edu;38,037546092117;-4,047077894210815;408115,0049;4210498,224;BIL ING;BIL ING;;;;;;
22;23000532;20;Centro Docente Privado;Madre del Divino Pastor;Privado;C/ María Ana Mogas, 14;Andújar;23005;Andújar;Jaén;23740;953501597;pmolinero_mdp@edu.anamogas.org;38,034247829;-4,044921801;408300,1025;4210130,129;BIL ING;BIL ING;BIL ING;;;;;
22;23000556;34;Instituto de Educación Secundaria;Nuestra Señora de la Cabeza;Público;C/ Argimiro Rodríguez Álvarez, s/n;Andújar;23005;Andújar;Jaén;23740;953539525;23000556.edu@juntadeandalucia.es;38,035218791;-4,046200369;408189,1075;4210239,126;;;BIL ING;BIL ING;;;;
22;23000611;361;Escuela Infantil;San Fernando;Público;Avda. Moris Marrodan, 1;Martos;23060;Martos;Jaén;23600;953366241;23000611.edu@juntadeandalucia.es;37,717710817;-3,97015114;414496,8187;4174938,077;BIL ING;;;;;;;
22;23000775;20;Centro Docente Privado;Filipense;Privado;Cuesta  de San Felipe, 1;Baeza;23009;Baeza;Jaén;23440;953740109;direccion@filipensesbaeza.com;37,99053151312982;-3,468654155731201;458848,0152;4204868,069;BIL ING;BIL ING;;;;;;
22;23000787;12;Colegio de Educación Infantil y Primaria;San Juan de la Cruz;Público;Avda. Alcalde Puche Pardo,2.;Baeza;23009;Baeza;Jaén;23440;953779515;23000787.edu@juntadeandalucia.es;37,99497898689914;-3,462367057800293;459402,5323;4205358,768;BIL ING;BIL ING;;;;;;
22;23000799;12;Colegio de Educación Infantil y Primaria;Antonio Machado;Público;C/ San Miguel de los Santos, 1;Baeza;23009;Baeza;Jaén;23440;953779914;23000799.edu@juntadeandalucia.es;37,995080447032976;-3,472452163696289;458517,0765;4205374,473;BIL ING;BIL ING;;;;;;
22;23000805;12;Colegio de Educación Infantil y Primaria;Ángel López Salazar;Público;C/ Federico García Lorca, 2;Baeza;23009;Baeza;Jaén;23440;953779900;23000805.edu@juntadeandalucia.es;37,997164576230745;-3,466465473175049;459043,8904;4205603,061;BIL ING;BIL ING;;;;;;
22;23000817;34;Instituto de Educación Secundaria;Santísima Trinidad;Público;C/ Juan de Ávila, 2;Baeza;23009;Baeza;Jaén;23440;953779522;23000817.edu@juntadeandalucia.es;37,991444704647726;-3,468455672264099;458865,9538;4204969,303;;;BIL ING;;;;;
22;23000830;34;Instituto de Educación Secundaria;Andrés de Vandelvira;Público;C/ Garnica, 3;Baeza;23009;Baeza;Jaén;23440;953779908;23000830.edu@juntadeandalucia.es;37,996076982;-3,475182962;458277,8662;4205486,262;;;BIL ING;;;;;
22;23000881;20;Centro Docente Privado;Sagrado Corazón;Privado;C/ Isabel la Católica, 23;Bailén;23010;Bailén;Jaén;23710;953670550;diego.cabrera@sagradocorazonbailen.es;38,096098085;-3,776361834;431926,0465;4216761,954;BIL ING;BIL ING;BIL ING;;;;;
22;23000891;361;Escuela Infantil;El Castillo;Público;Plaza de la Constitución, s/n;Bailén;23010;Bailén;Jaén;23710;953609542;23000891.edu@juntadeandalucia.es;38,095560413;-3,774531519;432086,0393;4216700,955;BIL ING;;;;;;;
22;23000921;12;Colegio de Educación Infantil y Primaria;Diecinueve de Julio;Público;C/ 19 de Julio, 123;Bailén;23010;Bailén;Jaén;23710;953609546;23000921.edu@juntadeandalucia.es;38,09996576156515;-3,7731868028640747;432208,0212;4217188,774;BIL ING;BIL ING;;;;;;
22;23001056;12;Colegio de Educación Infantil y Primaria;Virgen de Cuadros;Público;C/ Alejandro Lucini, 18;Bedmar;23902;Bedmar y Garcíez;Jaén;23537;953366900;23001056.edu@juntadeandalucia.es;37,824896159;-3,413681194;463593,6269;4186467,774;BIL ING;BIL ING;;;;;;
22;23001111;34;Instituto de Educación Secundaria;Castillo de la Yedra;Público;C/ Cruz de Orea, 57;Cazorla;23028;Cazorla;Jaén;23470;953711520;23001111.edu@juntadeandalucia.es;37,91245393449031;-3,005930185317993;499478,7272;4196101,691;;;BIL ING;;;;;
22;23001147;12;Colegio de Educación Infantil y Primaria;Gregorio Aguilar;Público;Avda. Andalucía, 17;Arbuniel;23018;Cambil;Jaén;23193;953366454;23001147.edu@juntadeandalucia.es;37,62684244553936;-3,5387134552001953;452463,561;4164550,168;BIL ING;BIL ING;;;;;;
22;23001159;12;Colegio de Educación Infantil y Primaria;Castillo de Alhabar;Público;Avda. San José de Calasanz, s/n;Cambil;23018;Cambil;Jaén;23120;953366468;23001159.edu@juntadeandalucia.es;37,67875966112819;-3,5648703575134277;450190,1307;4170323,793;BIL ING;BIL ING;BIL ING;;;;;
22;23001238;12;Colegio de Educación Infantil y Primaria;Carlos III;Público;C/ Mendizábal, 26;La Carolina;23024;La Carolina;Jaén;23200;953609599;23001238.edu@juntadeandalucia.es;38,27719043953588;-3,618117570877075;445935,5886;4236751,261;BIL ING;BIL ING;;;;;;
22;23001330;12;Colegio de Educación Infantil y Primaria;Miguel Hernández;Público;C/ El Pedregal, s/n;Castillo de Locubín;23026;Castillo de Locubín;Jaén;23670;953599554;23001330.edu@juntadeandalucia.es;37,523584355;-3,945384138;416462,727;4153377,654;BIL ING;BIL ING;;;;;;
22;23001378;12;Colegio de Educación Infantil y Primaria;Virgen de la Cabeza;Público;C/ Profesor  Laínez Alcalá, s/n;Cazorla;23028;Cazorla;Jaén;23470;953711903;23001378.edu@juntadeandalucia.es;37,91744360041949;-3,003784418106079;499667,3661;4196655,287;BIL ING;BIL ING;;;;;;
22;23001408;12;Colegio de Educación Infantil y Primaria;San Isicio;Público;C/ Escuelas, 7;Cazorla;23028;Cazorla;Jaén;23470;953711906;23001408.edu@juntadeandalucia.es;37,91374899481073;-3,0052435398101806;499539,0925;4196245,375;BIL ING;BIL ING;;;;;;
22;23001585;12;Colegio de Educación Infantil y Primaria;San Marcos;Público;Plaza del Rey Juan Carlos, 8;Garcíez;23902;Bedmar y Garcíez;Jaén;23539;953366961;23001585.edu@juntadeandalucia.es;37,87315960495578;-3,4586334228515625;459663,8478;4191841,078;BIL ING;BIL ING;;;;;;
22;23001743;12;Colegio de Educación Infantil y Primaria;Virgen de la Fuensanta;Público;C/ García Lorca, s/n;Huelma;23044;Huelma;Jaén;23560;953366727;23001743.edu@juntadeandalucia.es;37,64679137626581;-3,4555327892303467;459814,2682;4166724,543;BIL ING;BIL ING;;;;;;
22;23001822;12;Colegio de Educación Infantil y Primaria;Las Infantas;Público;C/ Infanta Beatriz,2.;Las Infantas;23050;Jaén;Jaén;23639;953366883;23001822.edu@juntadeandalucia.es;37,914698335;-3,785451877;430959,0868;4196641,497;BIL ING;BIL ING;;;;;;
22;23001871;20;Centro Docente Privado;La Purísima;Privado;C/ Arquitecto Berges, 12;Jaén;23050;Jaén;Jaén;23007;953256115;direcciongeneral@vedrunajaen.es;37,77161146;-3,789714927;430450,1071;4180768,924;BIL ING;BIL ING;BIL ING;;;;;
22;23001986;20;Centro Docente Privado;Cristo Rey;Privado;Avda. Ruiz Jiménez, 10;Jaén;23050;Jaén;Jaén;23008;953252140;;37,778380987421265;-3,7870216369628906;430693,6281;4181518,007;BIL ING;BIL ING;BIL ING;;;;;
22;23002000;20;Centro Docente Privado;San Vicente de Paúl;Privado;C/ Santo Domingo, 1;Jaén;23050;Jaén;Jaén;23003;953238075;sanvicentepaul@gmail.com;37,77169426481491;-3,794853687286377;429997,6092;4180781,944;BIL ING;BIL ING;BIL ING;;;;;
22;23002012;20;Centro Docente Privado;Sagrado Corazón de Jesús;Privado;C/ Virgen Inmaculada, 2;Jaén;23050;Jaén;Jaén;23005;953256212;23002012.dpja.ced@juntadeandalucia.es;37,77687376;-3,801897794;429382,1549;4181361,908;BIL ING;BIL ING;;;;;;
22;23002024;20;Centro Docente Privado;Pedro Poveda;Privado;C/ Josefa Segovia, 6;Jaén;23050;Jaén;Jaén;23001;953238416;23002024.edu@juntadeandalucia.es;37,76424894;-3,788228881;430574,1014;4179950,946;BIL ING;BIL ING;BIL ING;;;;;
22;23002036;20;Centro Docente Privado;Santa María de la Capilla;Privado;Avda. Ruiz Jiménez, 1;Jaén;23050;Jaén;Jaén;23008;953256418;secretariajaen@maristasmediterranea.com;37,77739730967186;-3,786807060241699;430711,6061;4181408,708;BIL ING;BIL ING;;;;;;
22;23002085;12;Colegio de Educación Infantil y Primaria;Alcalá Venceslada;Público;C/ Eras de Belén, 7;Jaén;23050;Jaén;Jaén;23003;953366887;23002085.edu@juntadeandalucia.es;37,770450689;-3,785388141;430830,0901;4180636,927;BIL ING;BIL ING;;;;;;
22;23002097;12;Colegio de Educación Infantil y Primaria;Santo Domingo;Público;C/ Marqués Ensenada, s/n;Jaén;23050;Jaén;Jaén;23009;953366890;23002097.edu@juntadeandalucia.es;37,78631777032694;-3,7811851501464843;431214,9626;4182394,288;BIL ING;BIL ING;;;;;;
22;23002103;20;Centro Docente Privado;Santa María de los Apóstoles;Privado;Ctra. de Jabalcuz, 51;Jaén;23050;Jaén;Jaén;23002;953231605;smapostolesj@planalfa.es;37,758338579;-3,793297236;430122,1216;4179298,963;BIL ING;BIL ING;BIL ING;;;;;
22;23002115;20;Centro Docente Privado;Divino Maestro;Privado;C/ Los Peñas, s/n;Jaén;23050;Jaén;Jaén;23002;953233500;23002115.edu@juntadeandalucia.es;37,76165668561174;-3,7914204597473144;430290,5549;4179665,708;BIL ING;BIL ING;BIL ING;;;;;
22;23002139;20;Centro Docente Privado;Monseñor Miguel Castillejo-Fundación Vera Cruz;Privado;C/ Principado de Asturias, s/n;Jaén;23050;Jaén;Jaén;23007;953250348;info@colegioveracruz.es;37,784404526;-3,786432905;430751,0939;4182185,886;BIL ING;BIL ING;BIL ING;;;;;
22;23002164;12;Colegio de Educación Infantil y Primaria;Ruiz Jiménez;Público;C/ Molino Condesa, s/n;Jaén;23050;Jaén;Jaén;23003;953366237;23002164.edu@juntadeandalucia.es;37,77254656936578;-3,7952613830566406;429962,507;4180876,813;BIL ING;BIL ING;;;;;;
22;23002176;12;Colegio de Educación Infantil y Primaria;Alfredo Cazabán;Público;Ctra. de la Guardia, s/n;Jaén;23050;Jaén;Jaén;23001;953366975;23002176.edu@juntadeandalucia.es;37,76772943539666;-3,7763142585754394;431626,7426;4180328,332;BIL ING;BIL ING;;;;;;
22;23002188;12;Colegio de Educación Infantil y Primaria;Agustín Serrano de Haro;Público;Avda. de Arjona, 1;Jaén;23050;Jaén;Jaén;23006;953366437;23002188.edu@juntadeandalucia.es;37,77874986320267;-3,802546262741089;429326,8338;4181570,552;BIL ING;BIL ING;;;;;;
22;23002191;12;Colegio de Educación Infantil y Primaria;Martín Noguera;Público;Cmo. Fuente de la Peña, 67;Jaén;23050;Jaén;Jaén;23002;953366981;23002191.edu@juntadeandalucia.es;37,758467491;-3,791550412;430276,1147;4179311,963;;BIL ING;;;;;;
22;23002206;12;Colegio de Educación Infantil y Primaria;Jesús-María;Público;Alamed de Adolfo Suárez, 10;Jaén;23050;Jaén;Jaén;23003;953366438;23002206.edu@juntadeandalucia.es;37,76666080329162;-3,7838566303253174;430961,4503;4180215,307;BIL ING;BIL ING;;;;;;
22;23002255;2;Colegio de Educación Primaria;Almadén;Público;C/ Virgen de la Cabeza, 1;Jaén;23050;Jaén;Jaén;23008;953366991;23002255.edu@juntadeandalucia.es;37,7761422535397;-3,7888240814208984;430532,8044;4181270,955;;PLURIL FRA/ING;;;;;;
22;23002267;12;Colegio de Educación Infantil y Primaria;Ntra. Sra. de la Capilla;Público;Paseo de la Estación, 38;Jaén;23050;Jaén;Jaén;23008;953366994;23002267.edu@juntadeandalucia.es;37,77520942774639;-3,7889528274536133;430520,5932;4181167,553;BIL ING;BIL ING;;;;;;
22;23002371;20;Centro Docente Privado;Marcelo Spínola;Privado;Ctra. de Jabalcuz, 4;Jaén;23050;Jaén;Jaén;23002;953233574;direccion@marcelospinolajaen.es;37,758187273;-3,794351348;430029,1257;4179282,963;BIL ING;BIL ING;BIL ING;;;;;
22;23002383;20;Centro Docente Privado;Altocastillo;Privado;Ctra. de Córdoba, s/n;Jaén;23050;Jaén;Jaén;23005;953296910;secretaria.altocastillo@guadalimar-altocastillo.com;37,780086969;-3,818261351;427944,2193;4181730,897;;BIL ING;BIL ING;;;;;
22;23002401;34;Instituto de Educación Secundaria;Virgen del Carmen;Público;Paseo de la Estación, 44;Jaén;23050;Jaén;Jaén;23008;953366942;"23002401.edu@juntadeandalucia.es; centro@iesvirgendelcarmen.com";37,776725759;-3,789110754;430508,1046;4181335,908;;;PLURIL FRA/ING;BIL FRA;;;BIL ING;
22;23002413;34;Instituto de Educación Secundaria;Santa Catalina de Alejandría;Público;Avda. Ruiz Jiménez, 16;Jaén;23050;Jaén;Jaén;23008;953366619;23002413.edu@juntadeandalucia.es;37,77736338951601;-3,789129853248596;430507,0196;4181406,668;;;BIL ING;BIL ING;;;;
22;23002449;34;Instituto de Educación Secundaria;Las Fuentezuelas;Público;Avda. de Arjona, 5;Jaén;23050;Jaén;Jaén;23006;953366905;23002449.edu@juntadeandalucia.es;37,781052115276054;-3,80401611328125;429199,591;4181827,1;;;BIL ING;BIL ING;;;BIL ING;
22;23002474;34;Instituto de Educación Secundaria;Jabalcuz;Público;C/ Santa María del Valle, s/n;Jaén;23050;Jaén;Jaén;23009;953366457;23002474.edu@juntadeandalucia.es;37,781859432;-3,782897076;431060,08;4181900,893;;;BIL ING;BIL ING;;;;
22;23002486;12;Colegio de Educación Infantil y Primaria;Cándido Nogales;Público;C/ Ana María Noguera, s/n;Jaén;23050;Jaén;Jaén;23009;953366998;23002486@edu;37,7856818415676;-3,7844574451446533;430926,2335;4182326,143;BIL ING;BIL ING;;;;;;
22;23002498;12;Colegio de Educación Infantil y Primaria;Navas de Tolosa;Público;C/ Europa, s/n.;Jaén;23050;Jaén;Jaén;23006;953366526;23002498.edu@juntadeandalucia.es;37,77956392737903;-3,8080286979675293;428844,8165;4181665,03;BIL ING;BIL ING;;;;;;
22;23002531;12;Colegio de Educación Infantil y Primaria;General Fresneda;Público;C/ Santo Cristo, 1;Jódar;23053;Jódar;Jaén;23500;953779925;23002531.edu@juntadeandalucia.es;37,84232584933157;-3,351178765296936;469101,4965;4188379,073;BIL ING;BIL ING;;;;;;
22;23002589;20;Centro Docente Privado;Sagrado Corazón;Privado;C/ Alonso Poves, 1;Linares;23055;Linares;Jaén;23700;953694350;direccion@sagradocorazonlinares.es;38,091995382;-3,634049494;444401,4881;4216211,97;BIL ING;BIL ING;;;;;;
22;23002590;20;Centro Docente Privado;La Inmaculada Concepción;Privado;C/ Velarde, 20;Linares;23055;Linares;Jaén;23700;953697723;iconcepcionli@planalfa.es;38,09853045433375;-3,6297690868377686;444781,7494;4216934,519;BIL ING;BIL ING;BIL ING;;;;;
22;23002607;20;Centro Docente Privado;La Presentación de Nuestra Señora;Privado;C/ Don Luis, 20;Linares;23055;Linares;Jaén;23700;953693600;direcciongeneral.linares@lapresentacion.com;38,09213032958892;-3,6353695392608642;444285,8373;4216227,735;BIL ING;BIL ING;BIL ING;;;;;
22;23002619;20;Centro Docente Privado;San Joaquín;Privado;C/ Yanguas Messias, 8;Linares;23055;Linares;Jaén;23700;953650114;sjoaquin@aces-andalucia.org;38,09391195094918;-3,6333632469177246;444463,1147;4216424,214;BIL ING;BIL ING;BIL ING;;;;;
22;23002693;12;Colegio de Educación Infantil y Primaria;Europa;Público;C/ Conde Romanones, 21.;Linares;23055;Linares;Jaén;23700;697951477;23002693.edu@juntadeandalucia.es;38,09148859751287;-3,635498285293579;444274,0605;4216156,608;BIL ING;BIL ING;;;;;;
22;23002711;12;Colegio de Educación Infantil y Primaria;Santa Ana;Público;Ctra. Vadollano, s/n;Linares;23055;Linares;Jaén;23700;953609566;23002711.edu@juntadeandalucia.es;38,10573203527282;-3,61899733543396;445731,5543;4217727,223;BIL ING;BIL ING;;;;;;
22;23002759;12;Colegio de Educación Infantil y Primaria;Virgen de Linarejos;Público;C/ Rector Muñoz Fernández , s/n;Linares;23055;Linares;Jaén;23700;953609802;23002759.edu@juntadeandalucia.es;38,09876263829726;-3,6255204677581787;445154,4462;4216957,763;BIL ING;BIL ING;;;;;;
22;23002796;12;Colegio de Educación Infantil y Primaria;Colón;Público;C/ Alfonso el Sabio, 17;Linares;23055;Linares;Jaén;23700;953609583;23002796.dpja.ced@juntadeandalucia.es;38,09336311487429;-3,628631830215454;444877,5839;4216360,498;BIL ING;BIL ING;;;;;;
